destination,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
Agra,-0.035769059821978914,-0.9225788892517636,0.05109138742459567,-0.6437787948605578,-0.7342444763751855,0.5309021712449541,1.1518351223432033,-1.6620767045311935,-0.12789129273931304,-1.6273512448965426,-0.5891348844403683,-0.19256110324478895,-0.1860984447022592,0.06463502600635011,-0.7090785789315723
Ahmedabad,0.3959891931398627,-1.1033108959349853,0.7338739535919573,0.2335035330022574,-0.32142748258029846,0.1177349488044419,-0.4747591481148007,-1.269103382876463,-0.9562618380523761,-0.4213295611651472,-0.012701089446314909,0.24644431965871394,-0.41350342327198364,0.3986849779289481,-1.8039526450798278
Alappuzha,0.35929045062832193,-1.1914390672811668,-1.1513281004280547,1.6235095805949635,0.7506566776819913,-1.1331686135294967,0.8892912083708502,2.513876368627582,-0.034902680000786834,-0.13690003519815588,0.31425750501916255,0.23541180781427093,-0.9798461286516845,0.8708922892365459,-0.34442242144950996
Amritsar,0.12781158221811975,-1.082204016106056,3.38168910577413,-0.7492998290170564,-1.1210503315609348,-0.2684710543135435,0.2209973557432454,-0.312311146894222,-0.5722888264034888,-0.9254978647682409,0.31895338363213327,1.0072121590447014,-0.333765968778672,0.07259365872908224,0.4007179728787035
Andaman,-2.8838162748503957,-0.4715557086803853,-1.0326823462394261,0.6078361769760322,-1.9691579401393107,-0.9938508763226763,-0.19121491546631053,1.0460104536416424,0.35336122695521854,1.094385766051637,-0.12600524356843074,-0.49359612467211694,-1.6160609702764794,-2.07517218973888,-0.31618119646359305
Bengaluru,4.7214636972180095,-0.779775880282098,-2.4358918653325126,-0.607145093980746,0.4071196625325624,1.0828459854572305,-1.39485348781953,-0.13718958118655256,0.020042414897378586,-0.2762274260252241,-0.3380899730079275,0.15516244488332584,-1.201844941602668,-0.4102994932849733,0.8344613370864384
Bhopal,-2.4637080042021635,0.6277026509864597,-0.906967621058123,-1.4125934220850709,-1.0545521744367774,-1.1248720035404405,0.2552301578254935,-0.029381167926677443,-0.6949394181795524,2.6901667393023683,-0.2854164243653116,-0.02100306483205289,1.3719245204518473,0.7427135036759597,-0.3154618438870274
Bhubaneswar,-1.0357749005246766,-1.0394820628624462,0.13321070083542416,-1.488292169926901,-1.5168931339411202,-1.509833266228996,1.6951939783322292,-0.21792453728283362,-0.34334136836356005,1.6013989646734215,-2.8542165820030476,-1.5747815836313044,0.42185805544752086,0.47656561645792245,-0.780953441029376
Chennai,2.485912966496671,-3.208802890723705,-1.3480728148366425,0.7780059328188049,-0.5667024874030037,0.5528690075628316,1.429000230337064,-0.2546846601558859,0.4038912939790633,-1.3067588217362862,-0.13599838316839732,0.4886315754561648,0.2623852804895139,-0.14305656751161658,0.49203985894820196
Coorg,-2.908784470472231,0.6553001370428384,-1.4107733128301507,0.9987558125936893,-0.4709608581219067,-1.263345934871194,-1.2041412511716856,0.533750111592263,-0.43416931831870503,0.00034425808773486333,0.6097750726662983,-0.08510492239740876,-0.4323576068533148,-0.1537909884129192,-0.8097408744326223
Darjeeling,-2.446905417501749,1.2766149995513907,-0.5959250608683724,-1.578331889837459,0.5713668552447041,0.9304340830927396,-0.19494402435966346,-1.5383188768534213,1.7213804707637694,-1.4494100750786065,-1.0513551402587689,0.47788964822448515,0.1401734484299367,-1.1566413675166867,0.3007406229904691
Delhi,6.529534248975765,0.8150395985305827,-1.7987192136447347,-4.116991951839458,-1.162071093622955,-0.9906761113252368,-1.8170627809986837,-0.5893185173655165,0.4726278913613238,1.2488037475012674,-0.8754203991188236,2.9679013972777586,-0.6445969779436742,-0.42956431704478676,0.9530295390586146
Dharamshala,0.045315944221938825,-0.012414204935228386,3.300391092491713,0.09150131538679497,2.8484061577037987,0.4711670083061154,1.547558278804112,0.7197681113193816,0.7232075848174296,-0.1645240429859114,-0.8000490768001223,1.628026560534491,-0.6974538207123826,1.625592246589099,0.3330928581724913
Gangtok,-2.3054386410647183,0.6361778730741601,-0.18319754952103698,-2.2587963883984075,-0.394653551731956,-1.6096313265643074,0.339956469947722,0.06005170727656747,-0.33541693155399815,0.8931308659207114,-1.246360076530015,-0.22245744027023118,-0.053931370993655386,-0.5040162426847846,0.004752493059055265
Goa,0.9092470787540787,0.746548384968276,-1.1487658914059367,-0.33748707100610664,0.07927115353062555,-0.9627618896465879,-1.9075375015092302,2.4897715785008745,1.597597340225332,-0.42098478813930024,-0.3459522468313047,-0.8307912509249238,0.376750089005174,0.933775927256625,-1.8747619199110173
Gokarna,-0.38667460343786886,-1.5636719163688722,-0.499266334486655,2.6481978615298085,0.38459199473038325,-0.6991300308793412,0.8082170303424496,2.341482006974026,1.9254020861393109,-0.4282868503509639,-0.09067943335156528,1.7812270332465692,2.6580197540055623,-0.8009246572052205,0.05625021899363524
Hampi,1.3772241438133432,-2.5908443101619296,0.4611095964534955,2.873111722001796,1.2424316932143338,1.7233992603122132,-1.0730014200609248,-0.5737021503564907,1.2430264362667098,2.815277809712511,-0.562529184213973,-1.5838237914362256,-1.8547862548000946,0.056973687272967914,0.5728814682245582
Hyderabad,1.5949728219741846,-1.784012847807152,-0.11166786488237442,0.7086988410194387,0.5351639717284666,0.9352983492508631,-1.9137527689638139,0.21186270217009298,-0.8395026889311119,-0.14541759995679024,-0.7740787444958258,-1.4827861599140495,-0.5200896744563481,0.4029279493908306,1.3029390824000278
Indore,-0.1153883159759964,-0.6305250408669495,-0.45757362370305815,0.556841211091271,-0.06004283274627225,0.6862771783093938,-0.16943103165015602,-1.2114306537461554,-0.6625725460249859,-1.1442988034774086,-0.4633685341964394,-0.7315767900413762,0.07123968803790301,0.32916603544973416,-1.2756869771226367
Jaipur,3.309816695192456,1.0583499432395536,-0.5497657101551958,-3.3743216362855195,0.6716960582376937,-0.3486803280006168,-0.026430863299773268,-2.1230695856439517,0.28403129669638855,0.28172962955577247,1.6948242855485844,-0.5660977619376872,1.2772134205250452,0.6368753430990919,-1.5111101784171042
Jaisalmer,0.9228909063282766,-2.490052807822589,4.496463340679389,2.3416099981963496,-1.3418462036522991,0.6659654033213032,-1.4825223104936311,-0.37282362675547126,-0.9642263737288874,1.0544450593751171,-0.6483349277766515,0.6605139293299139,-0.1124310355986058,-0.9954492168928686,-0.4520832640596427
Jim Corbett,-1.8098322996725071,0.1058794592609253,1.201733736776331,-0.9679879310189633,-1.5797807707969416,-0.4328466860323529,0.16970274431303123,-0.21953746540525637,1.1755924978818417,-0.5719608391823399,1.829672109515175,0.02558691934158553,-1.0091407661849006,0.2352277803192998,-0.49599699060633
Jodhpur,0.8497517135564775,-1.8969057312544086,3.3222216941236398,0.8971417943093519,-1.5145366686333572,-0.010184113511240283,-0.9307533068117771,0.31783560672824723,-0.8677958712049118,-0.3858561219006858,0.4766468506354376,0.30574123723095176,0.15426187030325647,-0.17983552833538896,-0.306813891140411
Kaziranga,-1.774519310766346,-0.10566594642400753,0.7076709776319451,-1.5872212906393892,-1.9671709781908937,0.19316538786500867,0.616594876883455,2.7512149744033887,3.0698718546783814,-2.5030716626359646,0.2662313298170609,-1.2499331914052358,-1.5699266953935191,0.08345355724425518,-0.16341216191988076
Kochi,1.3362894345959329,-2.11358342178244,-1.7491897148322535,0.7837251662689774,0.07912329555380633,-1.2419145148568567,1.7346745440251665,-0.053156187347986154,-1.168362172244928,0.03408532089889106,0.7674812034793764,0.32495158621211656,1.5481602403054353,0.21042004871789255,0.022272579024368033
Kodaikanal,-3.1483309075929156,1.5713333569593149,-2.286392323390722,0.9886053580935515,0.8380197812119335,-0.19965176010936803,-1.6304700960491065,-0.6569760990600733,0.22444675021342464,-0.48015485468986524,1.10785058506438,-0.5958714728137223,0.3665465163067646,0.00870264632191014,0.29959216171374364
Kolkata,1.6901866801437329,-1.832241368073974,0.2900148849436106,-2.382816089422757,-0.944515970668892,-0.23188331931299053,2.005687755435665,-1.1309677556985087,-0.8537187562364763,-0.9151192952658902,0.5893227934958767,-0.19390266107666623,-0.8085896939485315,0.026091504300829314,0.9111400975940641
Ladakh,-2.0966455487325146,0.5570739660512913,3.3112734630843406,0.24444026510339703,-1.5919240101257313,-0.09204472139484528,-2.5857344893187566,-0.39525982744282345,-0.6185139472711954,0.022391497047538785,1.088921577133762,0.3507435033110543,0.33047835504392575,-0.09964316099820464,0.9956462189100025
Mahabalipuram,-1.2375153007537427,-1.1014521012093537,-0.054717270727149624,0.5853192094786767,-1.6434655683557842,-0.7813426768799927,0.45356244637952464,-0.9317801997237903,0.9343167018186149,0.964769442724435,2.894084873406568,0.25192311947735824,-0.27368068743152607,-1.0878267301289322,0.1492586660270231
Manali,-0.804945272099995,-0.30223228760963794,0.4153582619183987,-0.44342788362758107,2.3857124756119594,0.8399328582210052,0.9874122438941828,-1.8828262499325932,4.188296065520215,2.2657416414261324,1.3650335070939397,-1.3784947636492315,0.5648982233152208,0.8456454957793275,1.0444440442006784
Mumbai,6.441707161765781,-0.9024386062618436,-0.8916897997330071,-1.8930968070450878,-0.12187755346821802,-0.46743259579028346,-2.689163852249882,2.7388529084091577,0.7985675300026835,-0.033191681640706586,0.5271141596520973,-0.4713260468482351,0.7537524737708672,0.5094085165323755,-0.14895903698067336
Munnar,1.829162026186206,6.388980514849024,-2.8851862375095045,2.8356517164947976,0.2816538922850482,-0.8872102036290876,0.9376274077995977,0.015347780641073101,-1.0468723070731702,0.20144237862613784,-0.1657281669789746,0.6910665008845116,-1.881332542656543,0.2144259436674148,0.6369713849245431
Mussoorie,-2.053178206642714,1.3069232929710857,0.880364416828805,-1.0310737440655184,0.9989192790360302,-0.42906452313589233,-1.0192220791737634,-0.7665529588175469,-0.9637407951055116,-0.7715303692511836,-0.07595452257322605,-0.06556708162160263,0.30980201072668406,1.1653128108346438,0.034827193865566486
Mysore,-0.3156942569005845,-1.0001376181520474,-1.1251685907189268,1.6431922190200106,0.5939160418141536,0.533375571352427,-0.05796785971890455,-1.1126475063166619,-0.8708892404750448,-0.2767612903885518,-0.2922359988807686,-0.47137890990004244,-0.43011545907965965,-0.31445576392450136,-0.6185219865226479
Nainital,-2.613504731511475,1.924049994745524,-0.6213874846837174,-1.147795330328289,1.9962491516363716,0.930509965052501,-1.2757431440797962,-1.0014013511157474,0.5035386756582082,-1.7694120708296412,-1.6417995556257128,0.3198778518830186,-0.00030272438502345895,-0.958012074709365,-0.48267149903714024
Ooty,-1.828841871960664,1.1128881626358618,-0.9488978836289391,1.1738167077194874,3.5333819499967247,-0.2541171855500032,-0.5098619865365112,0.23747983124324457,-1.0453979980273396,-0.05306250189488595,-0.30574814595620387,0.636265789077619,-0.993815395613992,0.328275526445377,-0.4721128317792938
Pahalgam,-3.1102408898151515,1.9795847485631821,0.9107093297913831,0.5155485498735349,-0.09369854856067746,-0.7029651058731686,-3.1313231230014686,0.2760922129122104,-1.3474049995672817,-0.6219594712803084,0.9690496170474955,-0.20987182401587018,1.1638371214731182,0.38489582727407395,1.2891034805852166
Pondicherry,0.011239429130245237,-1.7709060285893057,-1.155845729260472,1.593125909128897,-0.0318761113439164,0.44096481721587844,-0.2162999378630367,-0.10813168779555947,0.788962295188308,-0.03133540995944678,-1.5633746583665917,0.36782719912517875,0.6723506324763219,-1.9119054258269836,-0.25191159474798613
Pune,2.0384197815695195,-1.640277013840565,-0.6599128890135716,0.18151662963349896,0.6878731859700815,2.9602397800783695,-0.866798161467835,0.2932669451011873,-1.919942322385653,0.2113778651791731,0.05368098901583673,-0.9784348790575695,1.0017741282345147,0.6841480818188503,-0.5035566907678791
Ranchi,-2.3364373063201946,0.20110179737936185,-0.12790552835701646,-1.370759470417202,-2.110836470403388,-1.7565941837535428,1.198797624525162,0.6145713163578009,-0.6284710526997292,0.33299314066066216,-2.520174743045612,-1.134591334002497,0.8629854744506948,0.22101451216848494,1.6263963711221545
Ranthambore,-1.5300177937544872,0.1922918538315448,1.8052446149962378,0.6456862448697396,1.2199345228446135,-1.2424617651105854,0.5978667488465985,0.2092139160967354,0.430626946199217,1.7673040891078453,-0.38206400732053064,2.3343165500715317,-0.9619282776894382,1.3301070706498586,-1.4442525203196455
Rishikesh,0.6497870271221968,0.09204059923089535,2.326442473296714,-3.310426137723952,5.879264709782769,-1.0368176603327288,1.7749092545457594,2.3121186850437323,-2.2312244183472063,0.42877615081783893,1.323177388474592,-1.1973267742304607,0.0010066252074592196,-2.747085269008151,0.1347816804856434
Shillong,-4.145672463321239,1.5705548819246913,-1.8917277946395863,-2.4472474124295585,-2.041176047350851,7.268931015317886,1.4354871340172932,2.392395672255692,-1.2396073437054473,1.4505750729919762,0.7390902189430513,1.1709354869730753,0.19990990118084448,0.15211160467499685,-0.0937700607157478
Shimla,-1.9802298450420182,1.1803114483667585,1.3696761632907735,-0.3043927545456861,1.731857433312075,0.9310216405917636,-1.4184668753451861,-1.1732499194251826,1.4603797942666223,-0.4019691204947965,-1.2776500529100263,0.4342927850925728,0.8937985335384359,0.1717773837362916,0.787609529236442
Srinagar,5.274470993382242,6.166158484404443,3.843275881349612,2.6624257319580615,-1.2445746376747444,0.8927581650781099,2.0597996436626205,1.2610420134089009,0.0968895533048522,-0.4813609129639359,-0.5635948997430488,-1.30233345534114,0.8271971095029106,0.414641459830851,0.6216810882572912
Thiruvananthapuram,0.723457540483287,-1.5651955158539406,-2.4495046032943333,1.3601290545821478,0.009967382384334821,0.02252391103984783,1.0938376835201045,-0.9729808890575748,-1.1200394448319748,-1.0839070586316806,0.34218043742091747,-0.8146145020687099,-0.21077307012825058,0.8741779278102516,0.3928159278409644
Udaipur,3.9667082225727497,5.11171342129413,0.4231434231071202,1.7489036370123523,-1.6468781516284037,0.3146643994187431,0.9969410808671249,-1.7307436361338586,0.4687087163717036,0.6134296938998857,0.5713411111543224,-0.4554163524650503,0.5979980495793445,-1.6693193779153492,-1.2460526586717409
Varanasi,0.1454376263032262,-0.9054534367008429,0.9004874353963402,-1.374401904266386,-0.21789241109625734,-0.20502826111039127,2.254655383043644,-0.8497807118181235,-0.32030162420028196,-0.8720262245327648,0.5061724905172375,0.3013952314735534,-0.838139091126452,0.5728613898817788,0.4485261838160589
Varkala,-0.3213870767292599,-1.5593459011715185,-1.9563003228824407,2.9585903320467986,0.8608489508713559,-0.05970431996378411,1.6209886786755932,-0.27189915092459965,0.3160566915455902,-0.5540633425222479,0.2986248975992161,1.201037063152335,1.3745310380645648,-0.14544625338095402,0.6669634630786307
Wayanad,-2.0468345963050405,0.2898859461479166,-1.8310224517220335,0.5482944919631708,-1.1236198123057601,-2.089295875324071,-0.09436866695666958,0.21322128488691422,-0.9930265390786727,0.2811602082824114,1.3345287086414608,-0.06073845697864617,-0.17834153759320712,0.7383492754186464,1.108529741498721
