query_category,search_radius_km,name,country,state,city,latitude,longitude,categories,formatted_address,place_id,limit_reached,destination_id,destination
tourism.sights,20.0,Shri. Santadurga Kunkalikaran Prasann,India,Goa,Cuncolim,15.1814337,74.0009569,"['tourism', 'tourism.sights', 'tourism.sights.archaeological_site']","Shri. Santadurga Kunkalikaran Prasann, NH66, Cuncolim - 403603, Goa, India",51288d87ad0f80524059d8c8bfe0e45c2e40f00103f901e4ec1bda01000000920325536872692e2053616e74616475726761204b756e6b616c696b6172616e2050726173616e6e,False,1,Goa
tourism.sights,20.0,Palacio Do Deao,India,Goa,Quepem,15.213865599999998,74.0735571,"['building', 'building.historic', 'tourism', 'tourism.sights', 'tourism.sights.manor']","Palacio Do Deao, MDR40, Quepem - 403705, Goa, India",51dfb8d628b584524059947abbca7f6d2e40f00102f90176d9fb560000000092030f50616c6163696f20446f204465616f,False,1,Goa
tourism.sights,20.0,Memorial For Goan Victims of 1918 Spanish Flu,India,Goa,Margao,15.3129806,73.9839618,"['tourism', 'tourism.sights', 'tourism.sights.memorial']","Memorial For Goan Victims of 1918 Spanish Flu, Margaon Ponda State Highway, Fatorda, Margao - 403600, Goa, India",51dae0e93af97e5240599e9042fe3ea02e40f00103f901970b33990200000092032d4d656d6f7269616c20466f7220476f616e2056696374696d73206f662031393138205370616e69736820466c75,False,1,Goa
tourism.sights,20.0,Rivona Caves,India,Goa,Rivona,15.164888592459608,74.11117105317788,"['tourism', 'tourism.sights', 'tourism.sights.archaeological_site']","Rivona Caves, MDR36, Rivona - 403705, Goa, India",514c6a316d1d87524059ea3110476c542e40f00102f901b5cf144b0000000092030c5269766f6e61204361766573,False,1,Goa
tourism.sights,20.0,Cave at Ishwarbhat,India,Goa,Usgao,15.44355135775926,74.04084378647009,"['tourism', 'tourism.sights', 'tourism.sights.archaeological_site']","Cave at Ishwarbhat, MDR25, Bhamalwada, Usgao - 403406, Goa, India",5191c8412f9d825240594758df2919e32e40f00102f90143a9115600000000920312436176652061742049736877617262686174,False,1,Goa
tourism.sights,20.0,Nilesh Nayak Memorial,India,Goa,Savoi-Verem,15.4604858,74.01289564999999,"['tourism', 'tourism.sights', 'tourism.sights.memorial']","Nilesh Nayak Memorial, MDR30, Khandola, Savoi-Verem - 403115, Goa, India",51aec04648d380524059788b76cbc4eb2e40f00102f90167b14b59000000009203154e696c657368204e6179616b204d656d6f7269616c,False,1,Goa
tourism.sights,20.0,Laterite Ruins,India,Goa,Varca,15.259261124667844,73.93843444042112,"['tourism', 'tourism.sights', 'tourism.sights.ruines']","Laterite Ruins, Varca Road, Varca - 403716, Goa, India",511fc3534f0f7c5240592825c7dfbd842e40f00102f9016667ed570000000092030e4c61746572697465205275696e73,False,1,Goa
tourism.sights,20.0,Chandor Excavated Site,India,Goa,Chandor,15.258143170917629,74.0549606410897,"['tourism', 'tourism.sights', 'tourism.sights.archaeological_site']","Chandor Excavated Site, SH8, Chandor - 403714, Goa, India",510a03a3798483524059cd8d79572b842e40f00102f901975bfb56000000009203164368616e646f72204578636176617465642053697465,False,1,Goa
tourism.sights,20.0,Laterite Ruins,India,Goa,Varca,15.259103849999999,73.93849635000001,"['tourism', 'tourism.sights', 'tourism.sights.ruines']","Laterite Ruins, Varca Road, Varca - 403716, Goa, India",5196aafe52107c5240590e098442a9842e40f00102f9016967ed570000000092030e4c61746572697465205275696e73,False,1,Goa
leisure.park,20.0,Heritage Park,India,Goa,Betora,15.379286750306697,74.03635279919861,"['leisure', 'leisure.park']","Heritage Park, Betora, Ponda, India",5145ebb09a53825240592cbf78df31c22e40f00102f9012a3b3e1c0000000092030d4865726974616765205061726b,False,1,Goa
leisure.park,20.0,Gunu Park,India,Goa,Arla,15.45041088574901,74.01314733042071,"['leisure', 'leisure.park']","Gunu Park, Arla, Ponda, India",51f28be667d780524059d91b70419ce62e40f00102f90120c842230000000092030947756e75205061726b,False,1,Goa
leisure.park,20.0,,India,Goa,Quepem,15.214225316483343,74.07091191155799,"['leisure', 'leisure.park']","Quepem, India",5175421dd28984524059dc8ad0f0ae6d2e40f00102f901d8cbbd5600000000,False,1,Goa
leisure.park,20.0,Khadpabandh Garden,India,Goa,Ponda,15.39867717172739,74.00007952535535,"['leisure', 'leisure.park']","Khadpabandh Garden, Farmagudi, Ponda, India",513ab38d4d01805240593b760c6a1fcc2e40f00102f901a6ade44c000000009203124b686164706162616e64682047617264656e,False,1,Goa
leisure.park,20.0,,India,Goa,Margao,15.255874697972528,73.96815465268963,"['leisure', 'leisure.park']","Navelim, Margao - 403600, Goa, India",516cb1ee3ef67d524059ef54270202832e40f00102f9013097f01b00000000,False,1,Goa
leisure.park,20.0,Municipal Park,India,Goa,Ponda,15.396678688715989,74.00256607387375,"['leisure', 'leisure.park']","Municipal Park, Farmagudi, Ponda, India",517bd7e40a2a80524059551c167819cb2e40f00102f901e8403e160000000092030e4d756e69636970616c205061726b,False,1,Goa
leisure.park,20.0,Nehru Park,India,Goa,Sanguem,15.228413922591063,74.15182315245634,"['leisure', 'leisure.park']","Nehru Park, Sanguem - 403704, Goa, India",51d7a47478b7895240599af56eabf2742e40f00102f901909b6b250000000092030a4e65687275205061726b,False,1,Goa
leisure.park,20.0,lions park,India,Goa,Curchorem,15.259584034836625,74.1071179615026,"['access', 'access.yes', 'leisure', 'leisure.park']","lions park, 7454+RV Vodlemol cacora, Curchorem - 403706, Goa, India",51f15d4b05db86524059c25fd832e8842e40f00102f901e281c8320000000092030a6c696f6e73207061726b,False,1,Goa
leisure.park,20.0,Anna Fonte Garden,India,Goa,Margao,15.277731404566726,73.95964089527214,"['leisure', 'leisure.park']","Anna Fonte Garden, Gogol, Margao - 403600, Goa, India",514646a5c16a7d5240595a5f87cf328e2e40f00102f901b8531a1a00000000920311416e6e6120466f6e74652047617264656e,False,1,Goa
leisure.park,20.0,Freedom Fighters Memorial Park.,India,Goa,Cuncolim,15.1820353,73.9976076,"['leisure', 'leisure.park']","Freedom Fighters Memorial Park., Cuncolim - 403707, Goa, India",516d0f8ccdd87f524059636f18bb335d2e40f00103f901deec1bda0100000092031f46726565646f6d204669676874657273204d656d6f7269616c205061726b2e,False,1,Goa
leisure.park,20.0,,India,Goa,Curchorem,15.255107454119653,74.11419641858697,"['access', 'access.yes', 'leisure', 'leisure.park']","Curchorem, Quepem, India",51b0c97efe4e87524059c8d1b8719d822e40f00102f9016531264600000000,False,1,Goa
leisure.park,20.0,,India,Goa,Curchorem,15.258441191365614,74.11445328894312,"['access', 'access.yes', 'leisure', 'leisure.park']","Curchorem, Quepem, India",518b3be33353875240598db5616752842e40f00102f9013bee214500000000,False,1,Goa
leisure.park,20.0,playing area,India,Goa,Curchorem,15.25521531081824,74.11737019628241,"['leisure', 'leisure.park']","playing area, Curchorem, Quepem, India",51b7a348fe82875240593ececa94ab822e40f00102f901f3f3524d0000000092030c706c6179696e672061726561,False,1,Goa
leisure.park,20.0,Childrens Park,India,Goa,Sirlim,15.226797163893044,73.97300321016283,"['leisure', 'leisure.park']","Childrens Park, Sirlim, Salcete, India",515aa341af457e5240590b7e03c21e742e40f00102f901eca8e7460000000092030e4368696c6472656e73205061726b,False,1,Goa
leisure.park,20.0,small children park,India,Goa,Curchorem,15.257468327246972,74.11572007917526,"['access', 'access.yes', 'leisure', 'leisure.park']","small children park, Curchorem, Quepem, India",5117e330f567875240592a907ae3d2832e40f00102f901adf0e34400000000920313736d616c6c206368696c6472656e207061726b,False,1,Goa
leisure.park,20.0,gunus park,India,Goa,Arla,15.450746426704073,74.01325863753809,"['leisure', 'leisure.park']","gunus park, Arla, Ponda, India",5166a7c13ad98052405939f7523cc8e62e40f00102f9010f20bf2b0000000092030a67756e7573207061726b,False,1,Goa
leisure.park,20.0,Gogol Childrens Park,India,Goa,Margao,15.285390188654386,73.97965035389305,"['leisure', 'leisure.park']","Gogol Childrens Park, Gogol, Margao - 403600, Goa, India",5112df6597b27e5240595ebdada91e922e40f00102f901959b6b2500000000920314476f676f6c204368696c6472656e73205061726b,False,1,Goa
leisure.park,20.0,abandoned park,India,Goa,Colva,15.272360510860326,73.91980689568923,"['leisure', 'leisure.park']","abandoned park, Colva, Salcete, India",51b7e7bd1dde7a524059e1bb3dd6728b2e40f00102f9013f260d380000000092030e6162616e646f6e6564207061726b,False,1,Goa
leisure.park,20.0,,India,Goa,Curchorem,15.255930799999998,74.11250026666666,"['access', 'access.yes', 'leisure', 'leisure.park']","Curchorem, Quepem, India",51f987513433875240590614a05c09832e40f00102f9012370c83200000000,False,1,Goa
leisure.park,20.0,,India,Goa,Chandor,15.259319947531653,74.03394646500492,"['leisure', 'leisure.park']","Chandor, Salcete, India",51b340cb2d2c82524059a1b28b95c5842e40f00102f9012033613300000000,False,1,Goa
leisure.park,20.0,,India,Goa,Arla,15.45036921106394,74.01344515138295,"['leisure', 'leisure.park']","Arla, Ponda, India",51b15e0d49dc80524059364a11cb96e62e40f00102f9011120bf2b00000000,False,1,Goa
leisure.park,20.0,Colourful Childrens Park,India,Goa,Cuncolim,15.175397550000003,74.0051,"['leisure', 'leisure.park']","Colourful Childrens Park, Cuncolim, Salcete, India",516a4df38e5380524059da182ab5cd592e40f00102f9010729f64f00000000920318436f6c6f757266756c204368696c6472656e73205061726b,False,1,Goa
leisure.park,20.0,playing area,India,Goa,Tilamola,15.215184360071927,74.08992527814569,"['leisure', 'leisure.park']","playing area, Tilamola, Quepem, India",510b2ef455c1855240593e3dfaa42c6e2e40f00102f901eff3524d0000000092030c706c6179696e672061726561,False,1,Goa
leisure.park,20.0,,India,Goa,Curchorem,15.255367209157928,74.11661022437289,"['access', 'access.yes', 'leisure', 'leisure.park']","Curchorem, Quepem, India",51e403bb8a7687524059b29ba77dbf822e40f00102f901b3f0e34400000000,False,1,Goa
leisure.park,20.0,,India,Goa,Margao,15.279087402156943,73.97505832089084,"['leisure', 'leisure.park']","Gogol, Margao - 403600, Goa, India",51cefa035b677e524059b6fa418be48e2e40f00102f9013526752600000000,False,1,Goa
leisure.park,20.0,,India,Goa,Margao,15.265331778769275,73.97133712268709,"['leisure', 'leisure.park']","Navelim, Margao - 403600, Goa, India",513cd52d632a7e5240599dce2091d9872e40f00102f901d5a48c1c00000000,False,1,Goa
leisure.park,20.0,Margão Muncipal Garden,India,Goa,Margao,15.2734235877283,73.95803747830371,"['leisure', 'leisure.park']","Margão Muncipal Garden, Navelim, Margao - 403600, Goa, India",51086a6d7c507d524059ff7e2e2dfe8b2e40f00102f901998dc70e000000009203174d617267c3a36f204d756e636970616c2047617264656e,False,1,Goa
leisure.park,20.0,Cuncolim Children's Park,India,Goa,Cuncolim,15.181273254540613,74.00029306044523,"['leisure', 'leisure.park']","Cuncolim Children's Park, Cuncolim, Salcete, India",51cb412fcd048052405968c817d9cf5c2e40f00102f9010929f64f0000000092031843756e636f6c696d204368696c6472656e2773205061726b,False,1,Goa
natural,5.0,Maisal Reservoir,India,Goa,,15.2921332999418,74.10276802499999,"['natural', 'natural.water', 'natural.water.inland']","Dharbandora, India",51c49c56c093865240592aa5f27e92952e40f00102f9019135f020000000009203104d616973616c205265736572766f6972,False,1,Goa
natural,5.0,Macasana Lake,India,Goa,Macasana,15.28912964994144,74.0534847008365,"['natural', 'natural.water', 'natural.water.inland']","Macasana, Salcete, India",51773b184b6c83524059d69a2dcd08942e40f00102f90167a006400000000092030d4d61636173616e61204c616b65,False,1,Goa
natural,5.0,,,,,15.315023949944502,74.06243459568816,"['natural', 'natural.forest']",,51a8a7acedfe83524059cfefb4d14aa12e40f00101f901ef79320100000000,False,1,Goa
natural,5.0,,,,,15.245675849936315,74.14224248833966,"['natural', 'natural.water', 'natural.water.river_system']",,5150e13c801a8952405976c99939c97d2e40f00102f901c2ed2e0100000000,False,1,Goa
natural,5.0,,,,,15.325865799945777,74.00702318893664,"['natural', 'natural.water', 'natural.water.river_system']",,51fab263117380524059d24dd3e1d7a62e40f00102f9014cb4b01300000000,False,1,Goa
natural,5.0,,,,,15.261252699938154,74.10533481090695,"['natural', 'natural.wetland']",,5172fe37cebd86524059c073f4e9c2852e40f00102f901aa56962e00000000,False,1,Goa
natural,5.0,,,,,15.26000469993801,74.10464798910141,"['natural', 'natural.wetland']",,5118b27a8db286524059811406561f852e40f00102f901ab56962e00000000,False,1,Goa
natural,5.0,,,,,15.258404599937819,74.10200131921508,"['natural', 'natural.wetland']",,515e8b8a308786524059e0bc939b4d842e40f00102f901ad56962e00000000,False,1,Goa
natural,5.0,,,,,15.289628849941504,74.120905028858,"['natural', 'natural.forest']",,517e3772e8bc8752405926f48c3b4a942e40f00102f9014d2dd53c00000000,False,1,Goa
natural,5.0,,,,,15.34321994994783,74.06321426472479,"['natural', 'natural.forest']",,518ee8d7b30b84524059acb87886baaf2e40f00102f9015c2dd53c00000000,False,1,Goa
natural,5.0,,,,,15.257337199937691,74.08216430879237,"['natural', 'natural.forest']",,5159ca162e42855240599e8d93b3c1832e40f00102f901044ad93c00000000,False,1,Goa
natural,5.0,,,,,15.282487799940661,74.1203731,"['natural', 'natural.water']",,515cf45f31b4875240593c87ac3da2902e40f00102f90124c02e4c00000000,False,1,Goa
natural,5.0,,,,,15.283760799940811,74.117533185778,"['natural', 'natural.water']",,511e47e9a98587524059e243771849912e40f00102f90125c02e4c00000000,False,1,Goa
natural,5.0,,,,,15.343685499947883,74.10632871914508,"['natural', 'natural.forest']",,51a3d6f816ce8652405969c5bc8bf7af2e40f00102f901212d364e00000000,False,1,Goa
natural,5.0,,,,,15.319256199945002,74.12021692727943,"['natural', 'natural.forest']",,51cfc556a2b187524059389e738c75a32e40f00102f901232d364e00000000,False,1,Goa
natural,5.0,,,,,15.325174949945696,74.08752261051627,"['natural', 'natural.forest']",,51fd746ff899855240598bfdbe547da62e40f00102f901242d364e00000000,False,1,Goa
natural,5.0,,,,,15.328822299946127,74.07590364532113,"['natural', 'natural.forest']",,514b93f69adb84524059a1ed80655ba82e40f00102f901252d364e00000000,False,1,Goa
natural,5.0,,,,,15.330586499946335,74.06060246197588,"['natural', 'natural.forest']",,51950f26e9e08352405988893ba242a92e40f00102f901262d364e00000000,False,1,Goa
natural,5.0,,,,,15.324207449945579,74.06233731237391,"['natural', 'natural.forest']",,51db7da355fd835240598a45d584fea52e40f00102f901272d364e00000000,False,1,Goa
natural,5.0,,,,,15.299843099942715,74.09019194271585,"['natural', 'natural.forest']",,51f2146db4c585524059d55ee80885992e40f00102f9012b2d364e00000000,False,1,Goa
natural,5.0,,,,,15.282208399940636,74.14311463698628,"['natural', 'natural.forest']",,51d75b4bca288952405994cd909e7d902e40f00102f901bd8fd64f00000000,False,1,Goa
natural,5.0,,,,,15.261870699938232,74.09804664088034,"['natural', 'natural.wetland']",,5114046b654686524059da0798ea13862e40f00102f901c5b0415300000000,False,1,Goa
natural,5.0,,,,,15.266766449938812,74.0939059977928,"['natural', 'natural.wetland']",,51c65a4d8e02865240597f50b49c95882e40f00102f901ceb0415300000000,False,1,Goa
natural,5.0,,,,,15.272427699939474,74.08711128469106,"['natural', 'natural.wetland']",,5115b7353b93855240597287bba47b8b2e40f00102f901cfb0415300000000,False,1,Goa
natural,5.0,,,,,15.273909899939655,74.0913113926387,"['natural', 'natural.wetland']",,51ab48bd0bd88552405939951ceb3d8c2e40f00102f901d0b0415300000000,False,1,Goa
natural,5.0,,,,,15.301606249942914,74.02916978487154,"['natural', 'natural.wetland']",,517f03f2eadd815240594c8c67226c9a2e40f00102f901e0b0415300000000,False,1,Goa
natural,5.0,,,,,15.291496799941724,74.06585662617076,"['natural', 'natural.wetland']",,5136e8b5fe3684524059d7468d113f952e40f00102f901e1b0415300000000,False,1,Goa
natural,5.0,,,,,15.28119929994051,74.08255670905692,"['natural', 'natural.forest']",,51c05def9b488552405920cec95af98f2e40f00102f901e4b0415300000000,False,1,Goa
natural,5.0,,,,,15.252631449937144,74.09514742658165,"['natural', 'natural.wetland']",,51df5d3be516865240599ad7cee858812e40f00102f901f7b0415300000000,False,1,Goa
natural,5.0,,,,,15.271839899939401,74.0748703815908,"['natural', 'natural.wetland']",,51c71724adca84524059acf96f992e8b2e40f00102f901aa94f95300000000,False,1,Goa
natural,5.0,,,,,15.272341899939466,74.07953358869463,"['natural', 'natural.wetland']",,5120980c1417855240591a24c365708b2e40f00102f901ab94f95300000000,False,1,Goa
natural,5.0,,,,,15.270430399939237,74.07008443076921,"['natural', 'natural.water', 'natural.water.river_system']",,51348768437c845240599c2a77da758a2e40f00102f901b094f95300000000,False,1,Goa
natural,5.0,,,,,15.272987349939545,74.06875093865906,"['natural', 'natural.wetland']",,510a47566a6684524059926c78ffc48b2e40f00102f901b194f95300000000,False,1,Goa
natural,5.0,,,,,15.274438349939716,74.06599122881119,"['natural', 'natural.wetland']",,51486446333984524059c184f32e838c2e40f00102f901b294f95300000000,False,1,Goa
natural,5.0,,,,,15.293996099942017,74.0371780280486,"['natural', 'natural.water']",,514ea6f31f618252405916ce24a886962e40f00102f901b894f95300000000,False,1,Goa
natural,5.0,,,,,15.28485264994094,74.04331118163357,"['natural', 'natural.forest']",,51b52a439cc582524059bd59df34d8912e40f00102f901ba94f95300000000,False,1,Goa
natural,5.0,,,,,15.280500749940428,74.04064296172822,"['natural', 'natural.forest']",,51dcdbefe49982524059c7fe56cb9d8f2e40f00102f901bb94f95300000000,False,1,Goa
natural,5.0,,,,,15.285784099941049,74.05932911230053,"['natural', 'natural.forest']",,510442550ccc835240595ded254b52922e40f00102f901c094f95300000000,False,1,Goa
natural,5.0,,,,,15.273131699939555,74.06368982799401,"['natural', 'natural.wetland']",,519e14807e1384524059887b0debd78b2e40f00102f901c394f95300000000,False,1,Goa
natural,5.0,,,,,15.268525949939015,74.05551826117474,"['natural', 'natural.wetland']",,51e204779c8d83524059163bba3b7c892e40f00102f901c494f95300000000,False,1,Goa
natural,5.0,,,,,15.268505249939015,74.05789321598635,"['natural', 'natural.water']",,519654bf85b483524059b295268579892e40f00102f901c694f95300000000,False,1,Goa
natural,5.0,,,,,15.27652359993996,74.06871268552308,"['natural', 'natural.wetland']",,511649e4c96584524059eea05480948d2e40f00102f901c894f95300000000,False,1,Goa
natural,5.0,,,,,15.272156249939442,74.06127657773636,"['natural', 'natural.wetland']",,51dd5898f4eb83524059a8c86110588b2e40f00102f901c994f95300000000,False,1,Goa
natural,5.0,,,,,15.272434399939476,74.06060753551643,"['natural', 'natural.water', 'natural.water.river_system']",,51cabb6dfee08352405943178c857c8b2e40f00102f901ca94f95300000000,False,1,Goa
natural,5.0,,,,,15.274668649939741,74.06054993975675,"['natural', 'natural.wetland']",,51ecc1da0ce0835240599074895ea18c2e40f00102f901cb94f95300000000,False,1,Goa
natural,5.0,,,,,15.276358249939939,74.06549689731176,"['natural', 'natural.wetland']",,5162fce519318452405994f11ad47e8d2e40f00102f901cc94f95300000000,False,1,Goa
natural,5.0,,,,,15.280367549940415,74.06939236573297,"['natural', 'natural.wetland']",,51925aadec70845240591cb5e3558c8f2e40f00102f901cd94f95300000000,False,1,Goa
natural,5.0,,,,,15.276419649939948,74.07486895936202,"['natural', 'natural.wetland']",,5182fc2ca7ca845240597ded58e0868d2e40f00102f901d194f95300000000,False,1,Goa
natural,5.0,,,,,15.295317999942178,74.07017721309565,"['natural', 'natural.wetland']",,51e5ca90c87d84524059f457bfeb33972e40f00102f901d394f95300000000,False,1,Goa
natural,5.0,,,,,15.300350149942773,74.06184789661776,"['natural', 'natural.wetland']",,512e53e150f583524059b0b4ae7ec7992e40f00102f901d494f95300000000,False,1,Goa
natural,5.0,,,,,15.300663249942804,74.06102088235235,"['natural', 'natural.water']",,51e48421c4e783524059123a9388f0992e40f00102f901d594f95300000000,False,1,Goa
natural,5.0,,,,,15.301330699942888,74.05891327712956,"['natural', 'natural.wetland']",,5196a4313cc5835240592c127b04489a2e40f00102f901d694f95300000000,False,1,Goa
natural,5.0,,,,,15.303093849943094,74.04963489738108,"['natural', 'natural.wetland']",,517e3fd9372d83524059a73ffa1d2f9b2e40f00102f901d794f95300000000,False,1,Goa
natural,5.0,,,,,15.301965849942967,74.05165677872334,"['natural', 'natural.wetland']",,51f1ce3b584e835240591c0794449b9a2e40f00102f901d894f95300000000,False,1,Goa
natural,5.0,,,,,15.302241349942987,74.0547264348393,"['natural', 'natural.wetland']",,5122f74da380835240590f02d360bf9a2e40f00102f901d994f95300000000,False,1,Goa
natural,5.0,,,,,15.306336799943477,74.04268953573921,"['natural', 'natural.wetland']",,5168f8e36cbb8252405916a3522dd89c2e40f00102f901da94f95300000000,False,1,Goa
natural,5.0,,,,,15.304722399943286,74.04515567197024,"['natural', 'natural.wetland']",,51d4959dd4e382524059e73a0c93049c2e40f00102f901db94f95300000000,False,1,Goa
natural,5.0,,,,,15.302778199943052,74.04765839057299,"['natural', 'natural.water']",,510639c7d50c83524059f26485be059b2e40f00102f901dc94f95300000000,False,1,Goa
natural,5.0,,,,,15.28554089994102,74.0714981064464,"['natural', 'natural.wetland']",,51723acb6c93845240598dd5b56a32922e40f00102f901dd94f95300000000,False,1,Goa
natural,5.0,,,,,15.285750449941046,74.07269998307203,"['natural', 'natural.water']",,51b46dd41da784524059cfa00ae24d922e40f00102f901de94f95300000000,False,1,Goa
natural,5.0,,,,,15.283514999940781,74.07377820698942,"['natural', 'natural.wetland']",,51558b3ac8b8845240599a57c9e028912e40f00102f901df94f95300000000,False,1,Goa
natural,5.0,,,,,15.297969999942488,74.040879392992,"['natural', 'natural.forest']",,51c8fe99c49d825240595ce219868f982e40f00102f901a19ef95300000000,False,1,Goa
natural,5.0,,,,,15.299175599942625,74.0429125227161,"['natural', 'natural.wetland']",,51e3692a14bf825240598e07538b2d992e40f00102f901a29ef95300000000,False,1,Goa
natural,5.0,,,,,15.359390749949736,74.06081319778022,"['natural', 'natural.forest']",,5166e8095de483524059be097b1002b82e40f00102f901a6533e5500000000,False,1,Goa
natural,5.0,,,,,15.246235749936389,74.04487783539028,"['natural', 'natural.water', 'natural.water.river_system']",,5142d44847df82524059682aba9c127e2e40f00102f90171d9fb5600000000,False,1,Goa
natural,5.0,,,,,15.285799899941052,74.06787152097563,"['natural', 'natural.wetland']",,51e3baca015884524059cfe44e5d54922e40f00102f9018ee6fb5600000000,False,1,Goa
natural,5.0,,,,,15.268764049939042,74.07609468858709,"['natural', 'natural.forest']",,5160b841bcde845240594ba809719b892e40f00102f901aae6fb5600000000,False,1,Goa
natural,5.0,,,,,15.272735849939512,74.07368194084962,"['natural', 'natural.wetland']",,5151907534b784524059badf8708a48b2e40f00102f901abe6fb5600000000,False,1,Goa
natural,5.0,,,,,15.270011599939192,74.07073899710309,"['natural', 'natural.wetland']",,5104c7dbfc8684524059168fdef53e8a2e40f00102f901ace6fb5600000000,False,1,Goa
natural,5.0,,,,,15.271615449939379,74.07178038629218,"['natural', 'natural.wetland']",,51a0e7c20c9884524059ea27252e118b2e40f00102f901ade6fb5600000000,False,1,Goa
natural,5.0,,,,,15.267866149938932,74.06983141446136,"['natural', 'natural.wetland']",,5114562e1e7884524059e46283c025892e40f00102f901aee6fb5600000000,False,1,Goa
natural,5.0,,,,,15.270419999939238,74.05225167296702,"['natural', 'natural.forest']",,517fa366175883524059c1d87f7d748a2e40f00102f90130f2fb5600000000,False,1,Goa
natural,5.0,,,,,15.304282649943225,74.08114254393426,"['natural', 'natural.forest']",,51c3207f703185524059247e7cefca9b2e40f00102f901dffd715700000000,False,1,Goa
natural,5.0,,,,,15.30700419994356,74.07624443659914,"['natural', 'natural.forest']",,517f6c5830e18452405906fc8ca72f9d2e40f00102f901e0fd715700000000,False,1,Goa
natural,5.0,,,,,15.313844299944364,74.08158519024872,"['natural', 'natural.forest']",,5132fd16b1388552405918983833b0a02e40f00102f901fbfd715700000000,False,1,Goa
natural,5.0,,,,,15.29320959994193,74.0926551,"['natural', 'natural.mountain', 'natural.mountain.peak']",,51b013a80fee85524059673f95911f962e40f00103f901b676123102000000,False,1,Goa
natural,5.0,,,,,15.283895399940832,74.1075897,"['natural', 'natural.mountain', 'natural.mountain.peak']",,51bcb8e8bfe2865240592076e4bc5a912e40f00103f901b876123102000000,False,1,Goa
natural,5.0,,,,,15.316431299944663,74.0423154,"['natural', 'natural.mountain', 'natural.mountain.peak']",,5180c7a64bb582524059dd62894803a22e40f00103f9016158383102000000,False,1,Goa
natural,5.0,,,,,15.342050799947684,74.0836,"['natural', 'natural.mountain', 'natural.mountain.peak']",,51857cd0b359855240591fb14e4821af2e40f00103f9014bcf0e2203000000,False,1,Goa
natural,5.0,,,,,15.294741199942106,74.1178035,"['natural', 'natural.mountain', 'natural.mountain.peak']",,51adf6b0178a87524059fe118d51e8962e40f00103f9014ccf0e2203000000,False,1,Goa
catering.restaurant,5.0,Sangela Restaurant,India,Goa,Macasana,15.2916354,74.0501782,"['catering', 'catering.restaurant']","Sangela Restaurant, MDR39, Curtorim, Macasana - 403709, Goa, India",5138fe9f1e368352405936b6323c51952e40f00103f9014661494b0200000092031253616e67656c612052657374617572616e74,False,1,Goa
catering.restaurant,5.0,Azavedo Bar & Restaurant,India,Goa,Macasana,15.291392,74.04128,"['catering', 'catering.restaurant']","Azavedo Bar & Restaurant, MDR39, Curtorim, Macasana - 403709, Goa, India",51a67ede54a482524059cfa10c5531952e40f00103f9014fe2c3ff00000000920318417a617665646f2042617220262052657374617572616e74,False,1,Goa
catering.restaurant,5.0,Damodar,India,Goa,Curchorem,15.261108,74.107475,"['catering', 'catering.restaurant']","Damodar, Railway Station Road, Curchorem - 403706, Goa, India",51ce88d2dee086524059ac72a1f2af852e40f00103f901efbb78fe0000000092030744616d6f646172,False,1,Goa
catering.restaurant,5.0,Flora Family Restaurant & Pub,India,Goa,Curchorem,15.263108,74.109492,"['catering', 'catering.restaurant']","Flora Family Restaurant & Pub, Church Road, Curchorem - 403706, Goa, India",511dcbbbea0187524059c7a17e17b6862e40f00103f90119cd53000100000092031d466c6f72612046616d696c792052657374617572616e74202620507562,False,1,Goa
catering.restaurant,5.0,Shilpa Restaurant,India,Goa,Curchorem,15.262998,74.10855,"['catering', 'catering.restaurant']","Shilpa Restaurant, Church Road, Curchorem - 403706, Goa, India",51c5feb27bf286524059aad381aca7862e40f00103f90115bd5300010000009203115368696c70612052657374617572616e74,False,1,Goa
catering.restaurant,5.0,Bollywood Cafe Bar & Restaurant,India,Goa,Curchorem,15.263404,74.104,"['catering', 'catering.restaurant']","Bollywood Cafe Bar & Restaurant, SH8, Curchorem - 403706, Goa, India",512db29defa7865240596b459be3dc862e40f00103f90145e753000100000092031f426f6c6c79776f6f6420436166652042617220262052657374617572616e74,False,1,Goa
tourism.sights,20.0,stone boundary,India,Kerala,Konnathady,9.9575205,77.0523331,"['tourism', 'tourism.sights', 'tourism.sights.memorial', 'tourism.sights.memorial.boundary_stone']","stone boundary, Konnathady - Ponmudi Road, Konnathady - 685566, Kerala, India",51e43fee6c5943534059c77f812040ea2340f00103f901347b51c00100000092030e73746f6e6520626f756e64617279,False,2,Munnar
tourism.sights,20.0,"Alphonsanagar,Irumalakappu",India,Kerala,Parathodu,9.928779398233154,77.03206632777412,"['tourism', 'tourism.sights', 'tourism.sights.memorial', 'tourism.sights.memorial.wayside_cross']","Alphonsanagar,Irumalakappu, panickankudy pocket road, Parathodu - 685571, Kerala, India",51ee45ed5f0d425340594c3829f988db2340f00102f9018578cd450000000092031a416c70686f6e73616e616761722c4972756d616c616b61707075,False,2,Munnar
leisure.park,20.0,DTPC Kids Adventure Park,India,Kerala,Munnar,10.0759513,77.063213,"['leisure', 'leisure.park']","DTPC Kids Adventure Park, Moolakadai, Munnar - 685612, Kerala, India",51a7eb89ae0b44534059682dbb16e3262440f00103f9017a03c3580200000092031844545043204b69647320416476656e74757265205061726b,False,2,Munnar
