destination,sight_count,park_count,restaurant_count,water_count,forest_count,wetland_count,river_count,mountain_count,coastal_count,sand_count,protected_area_count,flight_count,min_flight_price,avg_flight_price,max_flight_price,avg_total_duration,avg_outbound_stops,avg_return_stops,weather_available,accommodation_available,flight_available,latitude,longitude,temperature,feels_like,humidity,pressure,wind_speed,cloudiness,visibility,rain_1h,hotel_count,room_count,min_hotel_price,avg_hotel_price,max_hotel_price,avg_allotment,weather_condition_Clear,weather_condition_Clouds,weather_condition_Rain,weather_description_broken clouds,weather_description_clear sky,weather_description_few clouds,weather_description_light rain,weather_description_moderate rain,weather_description_overcast clouds,weather_description_scattered clouds
Agra,-0.170162711105195,1.371695735624273,1.1691484120483406,0.3566561980980929,0.4123864573121726,-0.1887761678481117,-0.6198336032771091,-0.5787646880194287,-0.3489532490042598,-0.2160592439823952,-0.7808688094430303,-0.3281962308702627,-0.4185619213241995,-0.4185619213241995,-0.4185619213241995,-0.3695735784578031,-0.2526455763199556,-0.259005487937592,1,1,0,0.7654860786170629,-0.1247789538183818,0.2943920216512088,0.8004464725767447,1.025131102202875,-1.2265285211548984,-0.507394884673868,0.7428678797061753,0.1841680990744492,-0.4364360701473351,-0.18168833578601,-0.3023124737269108,-0.7027050771152001,-0.5904614660716458,-0.3744855470202808,0.4250846579068288,0,1,0,0,0,0,0,0,1,0
Ahmedabad,-0.2074790951194922,1.0423570235896336,-0.4271465008236876,-0.6017289791328667,-0.7957769918445833,-0.4932538579257112,-0.4060978780091404,-0.5787646880194287,-0.3489532490042598,-0.2160592439823952,-0.7808688094430303,-0.3281962308702627,-0.4185619213241995,-0.4185619213241995,-0.4185619213241995,-0.3695735784578031,-0.2526455763199556,-0.259005487937592,1,1,0,0.2492805168606054,-1.1534249805147676,0.6958723691607374,0.4966855095659955,-1.0070671180230892,-0.4326589281743752,-0.05561693583735,0.7428678797061753,0.1841680990744492,-0.4364360701473351,0.2190947578596002,0.8173633548912773,-0.0879302058760124,0.1142868367667456,-0.1881918675791033,0.4769255449190033,0,1,0,0,0,0,0,0,1,0
Alappuzha,-0.0208971750480063,-0.6455038755878931,0.398523281696327,1.451953543504904,-0.7957769918445833,1.8410750993358849,1.09005219886664,-0.5787646880194287,0.0222736116385697,-0.2160592439823952,-0.7808688094430303,-0.3281962308702627,-0.4185619213241995,-0.4185619213241995,-0.4185619213241995,-0.3695735784578031,-0.2526455763199556,-0.259005487937592,1,1,0,-1.435328346883065,-0.4467642091748434,0.0865906357543167,0.1260680666581446,0.347731695460887,1.1550802577866712,0.6066983095443411,0.7428678797061753,0.1841680990744492,0.0244256723524907,-0.4488770648830835,-0.6288845904072157,1.2755940604290164,0.8963019791144125,-0.1352974270268917,0.0746281351812509,0,0,1,0,0,0,1,0,0,0
Amritsar,-0.2821118631480865,-0.5220018585749033,0.0132107165203201,0.32242815605413,-0.5138721870413402,-0.3917612945665114,-0.8335693285450777,-0.5787646880194287,-0.3489532490042598,-0.2160592439823952,-0.7808688094430303,-0.3281962308702627,-0.4185619213241995,-0.4185619213241995,-0.4185619213241995,-0.3695735784578031,-0.2526455763199556,-0.259005487937592,1,1,0,1.3189828277023363,-0.725032008396711,1.6945295149758968,1.87596375787796,-0.9506171674612568,-1.62346331764516,-0.7354769559311392,-1.7814404493924787,0.1841680990744492,-0.4364360701473351,0.0855003933110634,-0.2090061546753951,-0.2422038999794312,0.0248373605103886,0.3939067894353112,-0.5672507901316385,0,1,0,0,0,1,0,0,0,0
Andaman,-0.6552757032910582,-1.0983446046355223,-1.5280395441837071,-1.0809215677483466,-0.7957769918445833,-0.4932538579257112,-0.8335693285450777,-0.5787646880194287,-0.3489532490042598,-0.2160592439823952,-0.7808688094430303,-0.3281962308702627,-0.4185619213241995,-0.4185619213241995,-0.4185619213241995,-0.3695735784578031,-0.2526455763199556,-0.259005487937592,1,0,0,-1.0289066474895592,2.6991401244706097,0.0543108088188772,0.1362418788163994,0.6299814482700488,0.5596780630512789,2.0892317727166043,0.7428678797061753,0.1841680990744492,0.6465890247272555,-0.716065793980157,-0.815497228510247,-0.8572687593654299,-0.9415351714612066,-0.4275890909447957,-1.0592017912838532,0,0,1,0,0,0,1,0,0,0
Bengaluru,2.964413546095767,0.5071816165333446,1.1966707381323411,1.04121703897735,0.6540191471435237,-0.4932538579257112,2.586202275742421,-0.5787646880194287,-0.3489532490042598,-0.2160592439823952,-0.7808688094430303,2.042109880970524,1.18662048627114,1.18662048627114,1.18662048627114,0.6642473586317122,-0.2526455763199556,-0.259005487937592,1,1,1,-1.0016907976311704,-0.2035275218621376,0.2036050083952846,0.0708388006561904,-0.4990175629665981,0.7581454612964096,0.8435527681576612,0.7428678797061753,0.1841680990744492,-0.4364360701473351,1.6886327678935045,2.356917619241286,-0.39647759408285,0.0982411750541407,0.2546455117566337,0.7775117406650331,0,1,0,0,0,0,0,0,1,0
Bhopal,-0.394061015190978,-0.192663146540264,-0.9500706964196968,-0.3621326848251268,-0.7957769918445833,-0.2902687312073115,-0.8335693285450777,-0.3132762990196908,-0.3489532490042598,-0.2160592439823952,2.342606428329091,-0.3281962308702627,-0.4185619213241995,-0.4185619213241995,-0.4185619213241995,-0.3695735784578031,-0.2526455763199556,-0.259005487937592,1,1,0,0.2783124152013179,-0.2422541398672068,-0.6941776782466265,-0.743066172004189,1.025131102202875,-0.0357241316841136,-0.05561693583735,0.7428678797061753,-2.263818532844025,2.812639214476437,-0.4488770648830835,-0.3956187927784265,-0.0650211422779483,-0.5573340218317009,-0.3804014299283605,-0.3595771889309535,0,0,1,0,0,0,0,1,0,0
Bhubaneswar,-0.4313773992052752,1.7422017866632422,-0.4546688269076882,-0.533272895044941,-0.7152327619007995,-0.2902687312073115,-0.8335693285450777,0.7486772569792609,-0.3489532490042598,-0.2160592439823952,-0.7808688094430303,-0.3281962308702627,-0.4185619213241995,-0.4185619213241995,-0.4185619213241995,-0.3695735784578031,-0.2526455763199556,-0.259005487937592,1,1,0,-0.0990027537220648,1.364205218825128,0.5142983426488904,0.8411417212097638,0.17838184377539,-1.2265285211548984,-0.507394884673868,0.6527140108097949,0.1841680990744492,3.780448873726072,-0.3152827003345467,0.1175659620049097,-0.1392581078615484,-0.1782478857558827,-0.2110973994868227,-0.0878672767399509,0,0,1,0,0,0,0,1,0,0
Chennai,1.658340105595366,0.6718509725506643,1.1141037598803396,1.451953543504904,-0.5541443020132321,0.4201792123070872,1.09005219886664,-0.5787646880194287,2.9920884967812067,-0.2160592439823952,-0.7808688094430303,-0.3281962308702627,-0.4185619213241995,-0.4185619213241995,-0.4185619213241995,-0.3695735784578031,-0.2526455763199556,-0.259005487937592,1,1,0,-0.9878092215608042,0.306071339363447,1.054985443817502,1.4152354072827094,-0.160317859595604,-0.2341915299292444,-0.2836990070946212,0.7428678797061753,0.1841680990744492,-0.4364360701473351,0.4862834869566736,1.0039759929943086,-0.1543374914957171,-0.2984399456731585,-0.2688970566476483,2.134130925955663,0,1,0,0,0,0,0,0,1,0
Coorg,-0.6552757032910582,-0.9336752486182024,-1.5280395441837071,-1.0809215677483466,-0.7957769918445833,-0.4932538579257112,-0.8335693285450777,-0.5787646880194287,-0.3489532490042598,-0.2160592439823952,-0.7808688094430303,-0.3281962308702627,-0.4185619213241995,-0.4185619213241995,-0.4185619213241995,-0.3695735784578031,-0.2526455763199556,-0.259005487937592,1,0,0,-1.0836866304769193,-0.5656109232592658,-0.7688247780348297,-0.8128294553750787,0.8557812505173782,1.353547656031802,-0.498622497317819,0.6827653004419216,0.1841680990744492,-0.1599190246474396,-0.716065793980157,-0.815497228510247,-0.8572687593654299,-0.9415351714612066,-0.4275890909447957,-1.0592017912838532,0,0,1,0,0,0,1,0,0,0
Darjeeling,-0.394061015190978,-0.5631691975792332,-0.2620125443196847,-1.0124654836604208,3.0300739304851434,-0.4932538579257112,-0.8335693285450777,-0.5787646880194287,-0.3489532490042598,-0.2160592439823952,0.7808688094430303,-0.3281962308702627,-0.4185619213241995,-0.4185619213241995,-0.4185619213241995,-0.3695735784578031,-0.2526455763199556,-0.259005487937592,1,1,0,0.74682804626442,1.827743596855311,-1.0492557745364606,-1.0163056985401733,1.13803100332654,-0.6311263264195061,-0.910924703052117,0.5325088522812874,0.1841680990744492,-0.4364360701473351,0.2190947578596002,-0.2090061546753951,-0.3115110670672453,-0.4284696014212855,-0.3292495174786761,-0.5315219985272195,0,1,0,0,0,0,0,0,1,0
Delhi,3.076362698138658,0.0543408874857155,1.2241930642163417,1.4861815855488667,-0.1514231522943134,0.0142089588702879,-0.1923621527411717,-0.3132762990196908,-0.3489532490042598,-0.2160592439823952,0.7808688094430303,4.959409710928415,2.2857021963030903,2.2857021963030903,2.2857021963030903,1.5630808435038834,-0.2526455763199556,0.497828730061865,1,1,1,0.9500015798964676,-0.2771709577734013,0.6837674340599478,0.9981091087942652,-0.1038679090337717,-1.2265285211548984,-0.2836990070946212,0.6827653004419216,0.1841680990744492,0.4161581534773427,4.627708787961312,3.010061852601896,-0.4298262309661079,0.0455916336865749,0.2346325764991093,0.1227123002914158,0,0,1,0,0,0,1,0,0,0
Dharamshala,-0.4313773992052752,-0.8925079096138726,1.1691484120483406,-0.533272895044941,0.6942912621154156,-0.3917612945665114,1.09005219886664,0.7486772569792609,-0.3489532490042598,-0.2160592439823952,-0.7808688094430303,-0.3281962308702627,-0.4185619213241995,-0.4185619213241995,-0.4185619213241995,-0.3695735784578031,-0.2526455763199556,-0.259005487937592,1,1,0,1.375454472289669,-0.4604985385312907,0.6050853559048139,0.7190559753107064,-0.329667711281101,-0.8295937246646369,-0.9547866398323612,-0.9700556293250544,0.1841680990744492,-0.4364360701473351,-0.4488770648830835,-0.5822314308814578,3.5928893415952188,2.0256853139462336,0.4115734106027827,-0.7481564692108058,0,1,0,0,0,0,0,0,0,1
Gangtok,-0.617959319276761,-0.9336752486182024,-0.8399813920836949,-0.8070972313966438,-0.7555048768726914,-0.4932538579257112,-0.8335693285450777,-0.5787646880194287,-0.3489532490042598,-0.2160592439823952,0.7808688094430303,-0.3281962308702627,-0.4185619213241995,-0.4185619213241995,-0.4185619213241995,-0.3695735784578031,-0.2526455763199556,-0.259005487937592,1,1,0,0.7841441109697062,1.8944150985856312,-0.4883937815331997,-0.5788317757352197,1.025131102202875,-0.2341915299292444,-1.2223444541918524,0.3221498248563996,0.1841680990744492,2.075260426476716,0.2190947578596002,0.2108722810564254,-0.3306502847567672,0.2081751785571824,0.260953463487782,-0.1766359188840855,0,0,1,0,0,0,0,1,0,0
